user_id,age,gender,country,profession,primary_platform,platforms_used_count,daily_usage_hours,sessions_per_day,avg_session_duration_min,preferred_device,peak_usage_time,followers_count,following_count,posts_per_week,likes_given_per_day,comments_per_day,shares_per_day,dms_sent_per_day,preferred_content_type,scroll_speed,purchased_via_social_media,primary_purpose,sleep_disruption,notification_frequency,influencer_status,account_join_date,takes_social_media_breaks
USR01496,43,Male,Canada,Student,LinkedIn,3,9.5,1,570,Laptop,Evening (6-9pm),352,50,4,18,4,1,6,Memes,Medium,Yes,Learning,Mild impact,Selected,No,13-10-2024,Occasionally
USR01497,43,Female,Nigeria,Marketer,Instagram,2,5.3,3,106,Smartphone,Night (9pm-12am),336,289,1,14,3,4,5,Videos,Fast,Sometimes,News & Updates,Mild impact,Selected,No,02-03-2023,Occasionally
USR01498,36,Female,UAE,Teacher,Facebook,3,4.1,3,82,Laptop,Night (9pm-12am),886,1399,7,21,4,2,3,Photos,Fast,No,News & Updates,Severe impact,Do Not Disturb,No,11-09-2024,Occasionally
USR01499,35,Male,India,Entrepreneur,TikTok,4,2.8,2,84,Smartphone,Morning (6-10am),14976,153,5,16,3,4,8,Stories,Fast,No,Learning,No impact,Do Not Disturb,Yes,09-11-2023,No
USR01500,31,Male,UK,Engineer,YouTube,1,2.6,9,17.3,Smartphone,Evening (6-9pm),32,222,2,19,6,2,9,News,Medium,No,Socializing,Mild impact,Do Not Disturb,No,26-04-2023,No
USR01501,33,Male,Nigeria,Teacher,Facebook,4,2.1,8,15.8,Smartphone,Night (9pm-12am),1093,822,1,20,5,1,6,Educational,Medium,Sometimes,Business/Marketing,No impact,Off,No,06-01-2022,No
USR01502,22,Female,UAE,Student,LinkedIn,2,3,8,22.5,Smartphone,Night (9pm-12am),28483,368,2,25,2,6,7,Reels/Shorts,Fast,Sometimes,Networking,Moderate impact,Off,Yes,27-01-2022,Yes
USR01503,20,Male,USA,Teacher,Instagram,1,1.8,4,27,Smartphone,Evening (6-9pm),838,37,4,14,3,3,5,Reels/Shorts,Slow,No,Networking,Moderate impact,Do Not Disturb,No,02-07-2022,No
USR01504,26,Female,Pakistan,Freelancer,Facebook,1,1,10,6,Smartphone,Night (9pm-12am),71,275,1,22,11,4,5,News,Medium,Sometimes,News & Updates,No impact,Selected,No,15-08-2022,Occasionally
USR01505,25,Female,USA,Entrepreneur,YouTube,2,2.5,3,50,Tablet,Afternoon (12-4pm),218,1502,3,16,7,0,6,Videos,Slow,Sometimes,Business/Marketing,No impact,Selected,No,08-10-2024,Yes
USR01506,23,Female,Germany,Researcher,Instagram,4,3.1,2,93,Smartphone,Evening (6-9pm),965,234,8,23,3,5,7,News,Slow,Yes,Socializing,Severe impact,Do Not Disturb,No,02-11-2022,Occasionally
USR01507,32,Female,Pakistan,Doctor,Instagram,3,4.7,2,141,Tablet,Afternoon (12-4pm),7298,9,2,24,1,2,8,Memes,Medium,Yes,Learning,Severe impact,Off,No,04-07-2022,Yes
USR01508,34,Male,India,Teacher,YouTube,2,1.4,2,42,Smartphone,Night (9pm-12am),361,389,3,22,7,1,8,Memes,Fast,Sometimes,Networking,Severe impact,Off,No,13-11-2024,Occasionally
USR01509,27,Male,Pakistan,Marketer,TikTok,5,2.7,6,27,Smartphone,Evening (6-9pm),2945,192,2,23,3,5,9,Entertainment,Slow,Yes,Learning,Severe impact,Selected,No,03-06-2022,No
USR01510,38,Female,India,Doctor,TikTok,3,3.6,2,108,Smartphone,Morning (6-10am),50,27,2,21,4,2,4,Videos,Fast,No,Socializing,Mild impact,Do Not Disturb,No,27-07-2022,Yes
USR01511,17,Male,India,Engineer,Twitter/X,1,3.6,9,24,Smartphone,Morning (6-10am),49,32,4,23,3,0,3,Stories,Medium,Sometimes,Business/Marketing,Severe impact,Always On,No,09-06-2023,Yes
USR01512,25,Female,UAE,Designer,Facebook,2,6.6,8,49.5,Smartphone,Morning (6-10am),278,788,9,15,3,2,4,Stories,Medium,No,Socializing,Moderate impact,Always On,No,19-04-2023,Occasionally
USR01513,21,Female,India,Marketer,Facebook,2,2.1,4,31.5,Smartphone,Night (9pm-12am),8852,101,3,26,6,0,5,Videos,Fast,No,News & Updates,No impact,Selected,No,24-07-2024,Occasionally
USR01514,13,Female,Canada,Researcher,LinkedIn,5,1.3,4,19.5,Smartphone,Morning (6-10am),752,82,5,14,2,3,9,Memes,Fast,Sometimes,Networking,Moderate impact,Always On,No,30-08-2023,Yes
USR01515,26,Male,Nigeria,Researcher,TikTok,4,2.8,3,56,Laptop,Evening (6-9pm),1120,234,3,18,5,1,13,News,Slow,No,News & Updates,Moderate impact,Selected,No,25-06-2023,Occasionally
USR01516,26,Male,India,Student,YouTube,5,2.2,9,14.7,Smartphone,Evening (6-9pm),1097,112,1,15,3,0,10,Memes,Slow,No,News & Updates,No impact,Selected,No,08-08-2024,Yes
USR01517,39,Male,Canada,Researcher,Facebook,5,1.9,10,11.4,Smartphone,Evening (6-9pm),4897,275,2,23,6,2,16,Photos,Fast,No,Socializing,Moderate impact,Off,No,13-04-2022,No
USR01518,32,Male,India,Freelancer,Twitter/X,4,1.8,5,21.6,Smartphone,Evening (6-9pm),221,191,2,18,3,0,11,Videos,Slow,No,News & Updates,Mild impact,Off,No,24-07-2022,No
USR01519,18,Male,India,Entrepreneur,TikTok,1,3.2,5,38.4,Smartphone,Night (9pm-12am),2295,57,5,15,3,0,6,Educational,Medium,No,Socializing,Moderate impact,Always On,No,24-12-2022,Occasionally
USR01520,41,Male,Nigeria,Teacher,Facebook,2,1.6,9,10.7,Smartphone,Late Night (12am+),149,132,5,9,5,2,5,Reels/Shorts,Medium,Sometimes,Business/Marketing,Moderate impact,Always On,No,22-03-2022,No
USR01521,36,Male,USA,Teacher,TikTok,3,4.1,2,123,Smartphone,Afternoon (12-4pm),23620,416,2,29,2,0,8,Photos,Fast,Sometimes,Business/Marketing,Severe impact,Always On,Yes,19-08-2023,Yes
USR01522,31,Male,Pakistan,Engineer,Instagram,1,4,5,48,Smartphone,Evening (6-9pm),157,257,2,20,6,4,6,Photos,Medium,No,Socializing,No impact,Selected,No,08-01-2024,No
USR01523,25,Male,Pakistan,Researcher,YouTube,1,3.3,5,39.6,Smartphone,Afternoon (12-4pm),135,221,6,23,5,2,4,Stories,Medium,No,Entertainment,Moderate impact,Do Not Disturb,No,03-10-2023,Occasionally
USR01524,19,Female,Pakistan,Freelancer,Twitter/X,1,1.2,8,9,Smartphone,Afternoon (12-4pm),1788,2502,2,24,3,3,8,Photos,Fast,Sometimes,Networking,Mild impact,Selected,No,22-05-2024,Yes
USR01525,24,Female,India,Other,TikTok,3,3.1,6,31,Smartphone,Late Night (12am+),767,588,6,20,7,4,16,Photos,Fast,No,Networking,Moderate impact,Off,No,26-08-2022,Occasionally
USR01526,35,Female,India,Freelancer,Twitter/X,2,4.9,6,49,Smartphone,Evening (6-9pm),1197,680,3,18,5,4,12,Videos,Medium,Sometimes,Entertainment,Mild impact,Selected,No,14-07-2022,Yes
USR01527,42,Non-binary,UK,Engineer,TikTok,1,4.3,7,36.9,Tablet,Evening (6-9pm),1001,200,2,16,3,4,6,News,Slow,Sometimes,News & Updates,Mild impact,Selected,No,04-04-2022,Yes
USR01528,39,Female,Germany,Engineer,TikTok,5,3.9,5,46.8,Smartphone,Night (9pm-12am),93,318,3,27,4,1,6,Photos,Slow,Yes,News & Updates,No impact,Do Not Disturb,No,20-01-2022,Occasionally
USR01529,23,Female,Pakistan,Teacher,Twitter/X,3,2.6,5,31.2,Tablet,Night (9pm-12am),12137,145,2,25,6,2,7,Entertainment,Slow,Yes,Business/Marketing,Mild impact,Off,Yes,11-10-2022,Occasionally
USR01530,18,Male,Pakistan,Teacher,Pinterest,4,2.6,7,22.3,Laptop,Night (9pm-12am),3322,622,5,19,2,0,4,Educational,Slow,No,Socializing,Mild impact,Selected,No,16-12-2022,Occasionally
USR01531,28,Female,India,Doctor,TikTok,2,5.4,4,81,Smartphone,Late Night (12am+),7677,214,1,19,3,1,6,Stories,Fast,Sometimes,Business/Marketing,Mild impact,Always On,No,05-11-2023,Yes
USR01532,13,Male,Pakistan,Designer,LinkedIn,5,3.1,4,46.5,Laptop,Evening (6-9pm),256,319,4,18,4,3,10,Educational,Fast,No,Socializing,Severe impact,Always On,No,03-01-2024,No
USR01533,29,Female,Australia,Marketer,Twitter/X,3,3.1,6,31,Smartphone,Night (9pm-12am),1407,296,4,27,1,0,17,Memes,Fast,Sometimes,Socializing,Moderate impact,Selected,No,15-06-2024,Occasionally
USR01534,25,Female,Canada,Researcher,Instagram,3,11.1,6,111,Smartphone,Evening (6-9pm),948,239,5,26,5,1,4,Reels/Shorts,Slow,Sometimes,Socializing,Mild impact,Selected,No,04-07-2023,No
USR01535,23,Female,India,Other,Snapchat,4,2.1,4,31.5,Smartphone,Evening (6-9pm),5066,8315,4,16,6,3,13,Stories,Medium,No,Networking,Moderate impact,Always On,No,10-07-2022,Yes
USR01536,14,Non-binary,UK,Other,Twitter/X,3,0.5,3,10,Laptop,Morning (6-10am),5369,109,3,17,5,2,8,Educational,Medium,No,Entertainment,No impact,Do Not Disturb,No,03-02-2024,No
USR01537,31,Female,Pakistan,Designer,Snapchat,2,2.3,3,46,Smartphone,Evening (6-9pm),941,108,3,26,5,1,8,Videos,Fast,Yes,News & Updates,Mild impact,Always On,No,03-12-2023,Yes
USR01538,22,Female,Pakistan,Researcher,Twitter/X,5,2.4,10,14.4,Smartphone,Afternoon (12-4pm),43,562,2,14,3,1,9,Entertainment,Fast,Sometimes,Learning,Moderate impact,Do Not Disturb,No,10-01-2023,Yes
USR01539,17,Male,Australia,Freelancer,Instagram,3,3.1,6,31,Smartphone,Evening (6-9pm),16373,119,1,16,5,1,7,Photos,Fast,Sometimes,Business/Marketing,No impact,Do Not Disturb,Yes,22-08-2022,Occasionally
USR01540,13,Female,Brazil,Researcher,Facebook,4,3.6,6,36,Smartphone,Evening (6-9pm),1809,172,2,20,2,0,9,Educational,Medium,Yes,Networking,No impact,Do Not Disturb,No,31-03-2024,Yes
USR01541,26,Female,Pakistan,Other,Snapchat,2,0.5,4,7.5,Smartphone,Afternoon (12-4pm),222,66,5,17,7,1,8,News,Medium,Yes,Socializing,No impact,Always On,No,30-03-2024,No
USR01542,41,Female,UAE,Student,TikTok,3,3.6,1,216,Desktop,Afternoon (12-4pm),1382,441,4,27,7,2,10,News,Fast,Yes,Business/Marketing,Severe impact,Selected,No,23-07-2024,No
USR01543,40,Female,USA,Marketer,TikTok,1,2.5,5,30,Smartphone,Afternoon (12-4pm),43,448,2,17,5,0,8,Videos,Slow,No,News & Updates,Mild impact,Selected,No,11-07-2023,Yes
USR01544,23,Male,Germany,Student,Instagram,1,2.2,7,18.9,Tablet,Afternoon (12-4pm),4445,167,3,15,1,2,9,Entertainment,Slow,No,Socializing,Mild impact,Do Not Disturb,No,29-02-2024,Occasionally
USR01545,22,Male,Pakistan,Student,Twitter/X,4,0.7,4,10.5,Smartphone,Evening (6-9pm),47,576,2,17,3,2,5,Educational,Medium,Sometimes,Networking,Mild impact,Selected,No,06-09-2024,No
USR01546,30,Female,Brazil,Researcher,Snapchat,1,6,3,120,Smartphone,Afternoon (12-4pm),446,26,6,19,5,1,10,Videos,Fast,No,Socializing,Mild impact,Selected,No,13-05-2024,No
USR01547,19,Female,India,Entrepreneur,Snapchat,1,1.9,5,22.8,Smartphone,Late Night (12am+),1032,104,4,26,3,2,10,Photos,Slow,Sometimes,Networking,Moderate impact,Selected,No,08-12-2022,No
USR01548,29,Male,India,Designer,YouTube,2,3.9,7,33.4,Smartphone,Late Night (12am+),4315,199,6,23,2,4,7,Stories,Medium,Yes,News & Updates,Severe impact,Always On,No,20-08-2022,Occasionally
USR01549,33,Male,Germany,Entrepreneur,LinkedIn,2,1.4,9,9.3,Smartphone,Evening (6-9pm),805,59,3,20,6,0,12,Memes,Medium,Sometimes,Socializing,No impact,Selected,No,29-09-2022,No
USR01550,36,Male,UAE,Freelancer,Facebook,5,3.2,2,96,Smart TV,Afternoon (12-4pm),2085,30,0,23,6,3,6,Entertainment,Medium,Sometimes,Entertainment,No impact,Do Not Disturb,No,01-05-2022,No
USR01551,26,Female,Brazil,Doctor,YouTube,5,2.2,6,22,Desktop,Afternoon (12-4pm),632,169,2,22,6,2,10,Videos,Medium,No,News & Updates,No impact,Do Not Disturb,No,23-11-2022,Yes
USR01552,25,Male,Nigeria,Teacher,Twitter/X,5,3.9,2,117,Smartphone,Night (9pm-12am),627,562,5,24,5,2,9,Memes,Fast,No,Learning,Mild impact,Do Not Disturb,No,01-08-2022,No
USR01553,19,Male,Nigeria,Marketer,Instagram,2,2.1,3,42,Smartphone,Evening (6-9pm),775,1139,4,18,5,4,5,Stories,Medium,No,Socializing,Mild impact,Selected,No,02-05-2024,Occasionally
USR01554,20,Male,Australia,Teacher,Instagram,2,1.4,5,16.8,Smart TV,Evening (6-9pm),473,126,2,21,4,3,8,Videos,Fast,Sometimes,Networking,Moderate impact,Do Not Disturb,No,15-09-2024,Occasionally
USR01555,25,Non-binary,Australia,Marketer,Instagram,2,2.6,3,52,Smartphone,Afternoon (12-4pm),31,589,1,21,2,2,11,News,Slow,Sometimes,News & Updates,Moderate impact,Selected,No,16-06-2024,Yes
USR01556,29,Male,Pakistan,Freelancer,YouTube,1,2.5,4,37.5,Smartphone,Evening (6-9pm),166,525,4,21,3,5,5,Reels/Shorts,Medium,Yes,Socializing,Mild impact,Selected,No,07-01-2023,Occasionally
USR01557,34,Male,Pakistan,Researcher,Instagram,5,3,5,36,Smartphone,Night (9pm-12am),1033,1056,6,19,5,1,12,Stories,Medium,No,Networking,Mild impact,Selected,No,17-02-2024,Occasionally
USR01558,20,Female,Brazil,Other,Twitter/X,1,4.6,4,69,Smartphone,Night (9pm-12am),424,160,8,16,2,0,5,Photos,Slow,No,Socializing,Mild impact,Always On,No,05-01-2024,Occasionally
USR01559,38,Female,Germany,Engineer,TikTok,5,1.2,5,14.4,Smartphone,Night (9pm-12am),502,28,2,20,4,1,8,Reels/Shorts,Slow,Yes,Socializing,Moderate impact,Selected,No,01-03-2022,No
USR01560,24,Female,India,Teacher,YouTube,4,4.5,2,135,Desktop,Morning (6-10am),371,266,1,24,5,3,12,Educational,Medium,Yes,Business/Marketing,Mild impact,Do Not Disturb,No,25-09-2022,No
USR01561,26,Male,USA,Marketer,Twitter/X,1,1,4,15,Smartphone,Night (9pm-12am),140,72,3,17,5,0,2,Memes,Fast,Yes,Business/Marketing,Moderate impact,Always On,No,16-09-2024,No
USR01562,21,Female,USA,Student,Facebook,5,3.8,5,45.6,Smartphone,Afternoon (12-4pm),273,102,2,16,4,0,7,Educational,Slow,No,Networking,Moderate impact,Selected,No,26-09-2024,No
USR01563,13,Male,UAE,Student,Instagram,3,3.9,6,39,Smartphone,Night (9pm-12am),382,170,4,14,9,1,2,Photos,Medium,Yes,Socializing,Severe impact,Always On,No,20-08-2022,No
USR01564,34,Female,Nigeria,Student,TikTok,4,1.9,10,11.4,Smartphone,Evening (6-9pm),671,162,2,17,5,1,6,Reels/Shorts,Fast,No,Socializing,Moderate impact,Do Not Disturb,No,22-04-2024,No
USR01565,32,Male,India,Engineer,Pinterest,1,1.5,5,18,Laptop,Evening (6-9pm),1350,289,6,19,3,1,7,Reels/Shorts,Medium,Sometimes,Learning,Mild impact,Always On,No,21-06-2024,No
USR01566,24,Female,Pakistan,Teacher,YouTube,1,1.4,6,14,Laptop,Afternoon (12-4pm),480,568,2,17,3,0,9,Photos,Slow,Sometimes,Networking,Moderate impact,Always On,No,05-04-2022,Occasionally
USR01567,27,Female,UAE,Marketer,Twitter/X,3,2.7,7,23.1,Smartphone,Night (9pm-12am),104,157,0,21,3,1,11,Educational,Fast,No,Networking,Mild impact,Always On,No,10-05-2022,Yes
USR01568,31,Female,India,Freelancer,YouTube,2,4,4,60,Smartphone,Evening (6-9pm),53,393,4,24,5,1,8,Educational,Slow,Yes,Networking,Moderate impact,Selected,No,20-06-2023,Occasionally
USR01569,14,Male,UK,Engineer,Snapchat,3,2.4,7,20.6,Smartphone,Afternoon (12-4pm),71352,249,3,15,3,3,7,Stories,Slow,Yes,Learning,Severe impact,Selected,Yes,06-10-2023,Occasionally
USR01570,22,Male,Germany,Engineer,Instagram,2,0.5,6,5,Smartphone,Night (9pm-12am),87,751,3,19,8,1,8,Videos,Medium,Sometimes,Entertainment,Moderate impact,Always On,No,26-01-2022,Yes
USR01571,33,Female,India,Other,Pinterest,1,1.8,2,54,Smartphone,Night (9pm-12am),261,195,1,22,6,3,8,Photos,Slow,Sometimes,Business/Marketing,Moderate impact,Always On,No,10-12-2024,Occasionally
USR01572,16,Male,Pakistan,Teacher,Facebook,2,1.7,3,34,Smartphone,Evening (6-9pm),1686,222,5,12,2,1,10,Educational,Slow,Yes,Networking,No impact,Off,No,04-04-2023,No
USR01573,29,Male,Germany,Other,Twitter/X,3,3.5,4,52.5,Smartphone,Afternoon (12-4pm),1273,156,4,22,2,0,7,Memes,Medium,Yes,Learning,Mild impact,Do Not Disturb,No,24-11-2023,Occasionally
USR01574,16,Female,Australia,Other,Facebook,5,3.7,4,55.5,Smartphone,Night (9pm-12am),1698,201,2,17,3,0,10,Educational,Fast,Sometimes,Networking,Mild impact,Selected,No,29-11-2024,No
USR01575,30,Male,Australia,Other,TikTok,4,2.9,5,34.8,Smartphone,Night (9pm-12am),299,95,4,17,5,3,6,Stories,Medium,No,Socializing,No impact,Do Not Disturb,No,07-12-2024,Occasionally
USR01576,26,Female,Nigeria,Researcher,Snapchat,1,4.5,7,38.6,Smartphone,Afternoon (12-4pm),1021,84,4,19,4,1,6,Stories,Medium,No,Learning,Moderate impact,Do Not Disturb,No,15-07-2022,No
USR01577,14,Female,Australia,Designer,YouTube,4,4.7,3,94,Laptop,Evening (6-9pm),742,620,2,13,3,3,6,Photos,Fast,No,Entertainment,Mild impact,Selected,No,05-06-2024,Occasionally
USR01578,36,Female,India,Entrepreneur,Facebook,3,1.8,3,36,Laptop,Evening (6-9pm),379,66,4,22,3,2,9,Reels/Shorts,Slow,Sometimes,Business/Marketing,Moderate impact,Selected,No,25-05-2023,Occasionally
USR01579,21,Male,Pakistan,Engineer,Instagram,4,1.4,6,14,Tablet,Afternoon (12-4pm),1034,166,3,17,0,3,7,Stories,Medium,No,Learning,Moderate impact,Selected,No,13-09-2024,Occasionally
USR01580,20,Female,USA,Other,Pinterest,5,2.5,3,50,Smartphone,Evening (6-9pm),4445,827,3,18,7,2,6,Photos,Medium,No,Entertainment,Mild impact,Do Not Disturb,No,10-12-2023,Yes
USR01581,28,Female,UAE,Student,Twitter/X,5,2.9,9,19.3,Smartphone,Afternoon (12-4pm),639,160,1,16,3,1,8,Photos,Medium,Yes,Socializing,Moderate impact,Do Not Disturb,No,28-02-2024,Occasionally
USR01582,36,Female,Pakistan,Teacher,LinkedIn,5,1.8,7,15.4,Desktop,Evening (6-9pm),646,661,4,21,2,1,10,News,Medium,No,Learning,Moderate impact,Selected,No,01-11-2022,Yes
USR01583,18,Female,UK,Marketer,Instagram,3,12,5,144,Smart TV,Evening (6-9pm),4549,120,3,19,6,4,8,News,Medium,Sometimes,Socializing,Mild impact,Do Not Disturb,No,22-04-2022,Occasionally
USR01584,27,Female,Canada,Researcher,Instagram,5,5.8,6,58,Laptop,Morning (6-10am),3753,69,2,19,2,2,2,Memes,Medium,No,Entertainment,Moderate impact,Always On,No,24-01-2022,No
USR01585,30,Female,UAE,Designer,Instagram,1,1.7,6,17,Laptop,Evening (6-9pm),11511,36,3,30,3,6,12,Photos,Fast,Sometimes,Entertainment,Mild impact,Do Not Disturb,Yes,18-11-2022,Yes
USR01586,32,Male,UK,Engineer,Instagram,5,1.2,3,24,Laptop,Afternoon (12-4pm),28,1182,3,24,8,3,13,Memes,Slow,Sometimes,News & Updates,No impact,Always On,No,01-11-2024,Yes
USR01587,28,Female,UK,Engineer,TikTok,3,1.6,8,12,Smartphone,Late Night (12am+),3392,62,2,19,4,4,12,Entertainment,Fast,Yes,Business/Marketing,Moderate impact,Selected,No,19-08-2024,No
USR01588,24,Female,USA,Freelancer,YouTube,5,4.7,10,28.2,Desktop,Night (9pm-12am),1964,599,4,20,1,2,6,Educational,Slow,Sometimes,Entertainment,Moderate impact,Do Not Disturb,No,12-10-2024,Yes
USR01589,20,Female,India,Engineer,TikTok,4,4.8,6,48,Smartphone,Late Night (12am+),135,73,0,16,7,5,10,Photos,Medium,No,Socializing,No impact,Off,No,05-12-2022,Occasionally
USR01590,27,Female,USA,Researcher,LinkedIn,5,5.9,7,50.6,Tablet,Morning (6-10am),1046,1188,1,20,4,2,7,News,Medium,Yes,Networking,Moderate impact,Selected,No,03-06-2022,Yes
USR01591,18,Male,Canada,Entrepreneur,Snapchat,3,1.4,2,42,Smartphone,Afternoon (12-4pm),4411,3456,4,26,3,3,3,Memes,Fast,Yes,Entertainment,Mild impact,Always On,No,03-10-2024,No
USR01592,13,Non-binary,Canada,Researcher,Snapchat,4,3.5,5,42,Smartphone,Late Night (12am+),149,32,2,15,6,4,10,Reels/Shorts,Fast,Yes,News & Updates,Mild impact,Selected,No,19-10-2023,No
USR01593,30,Female,UK,Other,TikTok,2,1.5,8,11.2,Smartphone,Late Night (12am+),1475,66,5,25,6,2,6,Reels/Shorts,Medium,Sometimes,Socializing,Mild impact,Selected,No,09-05-2023,No
USR01594,34,Female,India,Freelancer,Facebook,1,6.6,6,66,Smartphone,Evening (6-9pm),3192,618,3,20,3,0,10,Entertainment,Fast,Sometimes,Networking,Moderate impact,Do Not Disturb,No,09-11-2023,Yes
USR01595,13,Female,USA,Freelancer,Twitter/X,5,1.4,2,42,Laptop,Late Night (12am+),96,452,6,16,6,0,7,Entertainment,Fast,No,Socializing,Mild impact,Always On,No,24-07-2023,Occasionally
USR01596,18,Female,Brazil,Engineer,Instagram,3,1,3,20,Smartphone,Evening (6-9pm),514,621,3,17,6,2,9,Entertainment,Fast,No,News & Updates,Mild impact,Always On,No,14-04-2022,Yes
USR01597,31,Male,UK,Doctor,TikTok,1,1.1,10,6.6,Smartphone,Afternoon (12-4pm),1143,122,3,16,8,2,5,Educational,Fast,Sometimes,Socializing,No impact,Always On,No,04-11-2024,No
USR01598,43,Female,Pakistan,Doctor,Twitter/X,4,2.6,3,52,Smartphone,Evening (6-9pm),158,2657,3,27,4,1,9,Stories,Slow,Sometimes,Learning,Mild impact,Always On,No,02-04-2023,Yes
USR01599,27,Male,India,Marketer,Twitter/X,3,4,4,60,Smartphone,Afternoon (12-4pm),136,281,2,23,5,3,4,Photos,Medium,No,Networking,Mild impact,Off,No,15-02-2024,Yes
USR01600,21,Female,India,Other,Instagram,5,3.8,9,25.3,Laptop,Morning (6-10am),521,56,3,20,5,2,10,Reels/Shorts,Fast,Yes,Socializing,No impact,Always On,No,05-04-2024,Yes
USR01601,25,Non-binary,Australia,Teacher,LinkedIn,5,1.2,2,36,Smartphone,Evening (6-9pm),2815,180,1,25,4,1,3,Educational,Medium,No,Business/Marketing,Mild impact,Selected,No,27-04-2023,Yes
USR01602,37,Male,USA,Entrepreneur,Instagram,2,2,5,24,Desktop,Late Night (12am+),2119,57,5,17,3,4,6,Entertainment,Fast,Sometimes,Learning,Moderate impact,Selected,No,11-06-2022,No
USR01603,21,Female,India,Designer,Facebook,1,1.8,1,108,Smartphone,Evening (6-9pm),141,1650,2,21,5,0,6,Videos,Slow,Sometimes,Entertainment,Mild impact,Always On,No,29-07-2024,Occasionally
USR01604,20,Non-binary,Australia,Designer,YouTube,5,1,5,12,Laptop,Evening (6-9pm),2151,110,0,25,4,0,9,Educational,Medium,Yes,News & Updates,Mild impact,Always On,No,28-06-2024,No
USR01605,23,Male,UK,Designer,Facebook,4,1.8,9,12,Smart TV,Evening (6-9pm),147,441,9,16,4,1,7,Photos,Slow,No,Business/Marketing,Severe impact,Off,No,06-07-2024,Yes
USR01606,19,Male,Brazil,Student,Snapchat,4,5.7,2,171,Laptop,Morning (6-10am),36,139,3,11,5,4,9,Reels/Shorts,Medium,Yes,Entertainment,Moderate impact,Do Not Disturb,No,30-06-2022,Yes
USR01607,27,Female,USA,Doctor,Twitter/X,4,0.9,5,10.8,Smartphone,Afternoon (12-4pm),343,116,5,18,2,1,9,News,Fast,Sometimes,Business/Marketing,No impact,Off,No,17-10-2024,Occasionally
USR01608,39,Female,UK,Researcher,Snapchat,4,3,6,30,Laptop,Evening (6-9pm),5020,24,1,16,4,3,11,Reels/Shorts,Slow,Sometimes,Learning,Moderate impact,Selected,No,04-07-2024,Yes
USR01609,29,Male,Pakistan,Marketer,Instagram,1,5.8,7,49.7,Smartphone,Night (9pm-12am),2166,501,4,17,5,0,3,Entertainment,Medium,Sometimes,Entertainment,No impact,Selected,No,10-10-2023,Occasionally
USR01610,24,Male,Pakistan,Entrepreneur,Instagram,2,5.6,3,112,Laptop,Morning (6-10am),663,1163,4,20,5,4,13,Reels/Shorts,Medium,Sometimes,Business/Marketing,No impact,Always On,No,01-09-2022,No
USR01611,24,Male,USA,Designer,Facebook,2,6.8,7,58.3,Smartphone,Night (9pm-12am),314,81,3,18,4,0,11,Entertainment,Fast,No,Learning,No impact,Selected,No,15-10-2024,No
USR01612,14,Male,USA,Student,Facebook,3,3.2,7,27.4,Smartphone,Afternoon (12-4pm),329,38,4,15,2,3,12,Entertainment,Medium,No,Socializing,Mild impact,Do Not Disturb,No,06-02-2022,No
USR01613,34,Female,UK,Other,Facebook,1,3.5,6,35,Smartphone,Evening (6-9pm),809,641,2,27,11,2,2,Educational,Slow,Sometimes,Learning,Mild impact,Selected,No,30-07-2022,Occasionally
USR01614,26,Female,USA,Student,YouTube,3,1.8,4,27,Laptop,Afternoon (12-4pm),97,33,3,20,7,1,12,Educational,Medium,Sometimes,Networking,Moderate impact,Always On,No,06-04-2024,Yes
USR01615,25,Female,UAE,Student,TikTok,5,0.9,10,5.4,Smartphone,Night (9pm-12am),355,1057,5,22,5,0,14,Educational,Medium,Yes,News & Updates,No impact,Always On,No,24-04-2024,Occasionally
USR01616,52,Male,USA,Designer,Facebook,3,2.4,6,24,Smartphone,Late Night (12am+),451,82,2,20,4,1,9,Videos,Medium,Sometimes,News & Updates,No impact,Always On,No,15-03-2022,Yes
USR01617,29,Male,USA,Researcher,Twitter/X,4,5.1,8,38.2,Smartphone,Night (9pm-12am),58,65,3,22,5,2,8,Videos,Fast,Yes,Business/Marketing,Mild impact,Always On,No,01-01-2022,Yes
USR01618,20,Female,USA,Engineer,Facebook,2,0.5,3,10,Smartphone,Afternoon (12-4pm),147,329,2,14,5,2,10,Photos,Medium,No,News & Updates,Mild impact,Do Not Disturb,No,06-07-2022,Occasionally
USR01619,23,Female,Germany,Engineer,TikTok,2,1.9,6,19,Smartphone,Night (9pm-12am),1392,70,4,20,4,5,8,Videos,Medium,Yes,Networking,No impact,Selected,No,16-09-2023,No
USR01620,36,Male,India,Designer,LinkedIn,2,3.7,9,24.7,Tablet,Evening (6-9pm),676,104,1,18,2,3,5,Reels/Shorts,Fast,Sometimes,Networking,Severe impact,Do Not Disturb,No,07-11-2024,No
USR01621,27,Male,USA,Doctor,Twitter/X,1,2.6,3,52,Smartphone,Morning (6-10am),381,374,1,20,9,3,6,News,Slow,No,News & Updates,Moderate impact,Selected,No,28-02-2023,Occasionally
USR01622,15,Female,Pakistan,Doctor,YouTube,4,5.4,7,46.3,Smartphone,Afternoon (12-4pm),128,13,3,18,5,1,8,Memes,Slow,Sometimes,Entertainment,Mild impact,Selected,No,23-07-2024,Occasionally
USR01623,34,Female,India,Researcher,Facebook,3,4.8,4,72,Smartphone,Evening (6-9pm),11365,1756,2,26,7,1,12,Reels/Shorts,Medium,No,Socializing,Mild impact,Selected,Yes,30-11-2023,Yes
